"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","35/5073","74/22841",1.61766435331543e-06,2.57858118363896e-05,1.54866042696978e-05,"Angpt1/Dse/Chst11/Xylt1/Cemip2/Csgalnact2/Bpnt2/Ednra/Egf/Chsy1/Chst7/Ugdh/Slc35d1/Itih5/Ptger4/Dsel/Csgalnact1/Hs2st1/Ednrb/Fgf2/Slc10a7/Itih2/Chst3/Has3/B4galt4/Chst14/Bgn/Pdgfb/Ext1/Cd44/Egflam/Glce/Gns/Hyal1/Nfkb1",35
"GO:0035150","GO:0035150","regulation of tube size","66/5073","174/22841",1.82543125113915e-06,2.87393018652253e-05,1.72604297975227e-05,"Adra1a/Arhgap42/Chrm3/Scpep1/Ahr/Add3/Fga/Vegfa/Hif1a/Kcnmb1/Adora1/Gucy1a1/P2ry1/Kcna5/Sirt1/F2r/Ptprm/Dock4/Cav1/Gja1/Ednra/Slc8a1/Npr3/Pde5a/Kdr/F2rl1/Zdhhc21/Adcy6/Casr/Avpr1a/Atp2b1/Cftr/Rock1/Cd38/Prkg1/Cacna1c/Edn3/Rhoa/Irag1/Vstm4/Rock2/Map2k1/Tgfbr3/Bmpr2/Ednrb/Adm/Gclm/Cacna1g/Shc1/Wnt9b/Npy1r/Htr1b/Per2/Dock5/Ece1/Pdgfb/Ext1/Adra2a/Gclc/Hmgcr/Cyp2j5/Agtr1a/Grip2/Kcnma1/Adrb1/Atg5",66
"GO:0048771","GO:0048771","tissue remodeling","74/5073","202/22841",2.07959165218365e-06,3.23424570334742e-05,1.94244352811212e-05,"Inpp4b/Tmem64/Ahr/Tfrc/Klf6/Atp7a/Car2/Igf1/Pbrm1/Sfrp1/Vegfa/Lgr4/Hif1a/Acvr2b/Ubash3b/Syk/P2rx7/Angpt2/Abi3bp/F2r/Cav1/Gja1/Gsk3b/Lrp6/Ednra/Itga4/Rassf2/Abr/B4galt1/Igfbp5/Gpr137b/Epas1/Ctnnb1/Jag1/Rock1/Ddr2/Suco/Cd38/Lepr/S1pr1/Snx10/Tnfrsf11a/Sema3c/Itgb3/Nox4/Hrg/Ptger4/Vdr/Rock2/Mef2c/Pdk4/Axl/Lrrk1/Inpp5d/Ccr2/Prkca/Notch2/Tgfbr3/Bmpr2/Itgav/Thbs4/Stat5a/Hnf1a/Mdm2/Htr1b/Nf1/Nfatc3/Ppargc1b/Hoxa3/Mitf/Chd7/Ctss/Ext1/Atg5",74
"GO:0034063","GO:0034063","stress granule assembly","18/5073","28/22841",2.12228606811214e-06,3.29263411344e-05,1.97751080490674e-05,"Ddx6/C9orf72/Lsm14a/Ythdf3/G3bp2/Prrc2c/Tia1/Pum2/Prkaa2/Prkaa1/Bicd1/Atxn2/Csde1/Atxn2l/Ddx3x/Eif2s1/Ythdf1/G3bp1",18
"GO:0051607","GO:0051607","defense response to virus","96/5073","280/22841",2.21202498217512e-06,3.39886146299601e-05,2.04130949139491e-05,"Il33/Ifit2/Senp7/Lsm14a/Trim34a/Cxadr/Bcl2/Pum1/Chuk/Fv1/Mid2/Fgl2/Lyst/Ercc6/Polr3g/Eif2ak2/Elmod2/Pum2/Itch/Ptprc/Trim30d/Pmaip1/Tbk1/Gbp4/Polr3k/Rnasel/Ifit3b/Mx1/F2rl1/Mlkl/Cxcl9/Gbp7/Slfn8/Zmynd11/Ddx17/Trim12c/Tlr3/Ifi207/Stat1/Traf3ip1/Rsad2/Ifi204/Dtx3l/Abcc9/Adar/Serinc5/Trim56/Trim25/Ankrd17/Il10rb/Polr3f/Trim21/Spn/Itgax/Parp9/Oasl2/Ptpn22/Dhx36/Ddx60/Skp2/Dhx58/Traf3/Samhd1/Tlr7/Mx2/Ifngr2/Usp27x/Irf2/Ifnlr1/Trim5/Dicer1/Ddx21/Oas1g/Ncbp3/Ifit1/Cnot7/Eif2ak4/Zmpste24/Ifnar1/Zc3hav1/Serinc3/Ncbp1/Oas2/Riok3/G3bp1/Tomm70a/Zbp1/Traf3ip2/Atg12/Plscr1/Apobec3/Trim30a/Sin3a/Ifih1/Agbl5/Atg5",96
"GO:0140014","GO:0140014","mitotic nuclear division","96/5073","280/22841",2.21202498217512e-06,3.39886146299601e-05,2.04130949139491e-05,"Kif20b/Met/Nek2/Ccdc8/Cep97/Lsm14a/Togaram1/Hecw2/Eps8/Tasor/Atrx/Cdkn1b/Igf1/Zwint/Atm/Cenpe/Clasp2/Rrs1/Eml4/Naa50/Cdc14a/Rad21/Slf2/Phip/Tom1l1/Stag2/Reep3/Egf/Apc/Ripor2/Gen1/Kif3b/Vps4b/Cenpc1/Cdc14b/Nipbl/Igf1r/Smc2/Nusap1/Cep192/Map10/Map9/Smc4/Ubxn2b/Zfp207/Pds5a/Chmp4c/Slf1/Edn3/Bub1b/Rhoa/Cdc27/Rb1/Phf13/Tnks/Abraxas2/Mis12/Ncapd3/Insr/Mtbp/Smc5/Tgfa/Ndel1/Smarca5/Pogz/Esr1/Fgfr2/Arhgef10/Mad2l1/Champ1/Spice1/Chek2/Ankle2/Pds5b/Fbxo5/Btc/Baz1b/Ctdp1/Ino80/Hnrnpu/2610002M06Rik/Clasp1/Seh1l/Pdgfb/Mau2/Dync1li1/Cdc42/Pibf1/Cit/Akap8/Prc1/Mzt1/Ywhah/Kpnb1/Stag1/Chmp2b",96
"GO:0007416","GO:0007416","synapse assembly","71/5073","192/22841",2.24341481512041e-06,3.43882673818937e-05,2.06531208651878e-05,"Negr1/Pik3r1/Six4/Slitrk6/Fzd1/Cdh2/Adnp/Magi2/Pdlim5/Ache/Sdk2/Pten/Pcdh17/Nptn/Gsk3b/Il1rap/Erbb4/Thbs2/Bhlhb9/Efnb2/Adgrl2/Setd5/Gpm6a/Dlg5/Epha7/Mecp2/Crkl/Vps35/App/Ntrk3/Ppp1r9a/Myo6/Shank2/Lrrn1/Wnt5a/Eif4g1/Cadm1/Sdcbp/Fzd5/Ephb1/Bdnf/Fbxo45/Mef2c/Cdh1/Prkca/Numb/Reln/Clstn2/Flrt2/Shank3/Stau2/Actr3/Arhgef9/Gpc4/Gnpat/Pclo/Agrn/Ntrk1/Nrg1/Cux2/Amigo3/Amigo2/Efna5/Srpx2/Lrp4/Eef2k/Dnm3/Pdgfb/Slc25a46/Nlgn2/Flrt3",71
"GO:0106106","GO:0106106","cold-induced thermogenesis","58/5073","148/22841",2.26192540925765e-06,3.45890603252989e-05,2.07737143479291e-05,"Adamts5/Gatm/Pdgfc/Esrrg/Vegfa/Lgr4/Acvr2b/Syk/Ppargc1a/Ache/Rheb/Dock7/Cav1/Gja1/Cd36/Npr3/Apc/Arrdc3/Acot11/Igf1r/Ogt/Appl2/Zfp423/Epas1/Lepr/Grb10/Tlr4/Lnpep/Alms1/Prkab2/Ksr2/Kdm6b/Rb1/Ces1d/Tfe3/Kdm3a/Hoxc10/Lpin1/Adam17/Pgam5/Ccr2/Arntl/Zfp516/Plcl1/Ehmt1/Tle3/Prdm16/Flcn/Mfn2/Notch1/Per2/Acsl1/Ppargc1b/Acadl/Slc25a44/Jak2/Nr1d1/Adrb1",58
"GO:0031345","GO:0031345","negative regulation of cell projection organization","77/5073","213/22841",2.34652112423178e-06,3.56269905607827e-05,2.13970809853064e-05,"Rtn4/Epha4/Cep97/Yap1/Rnf6/Tsc1/Xylt1/Snapin/Pfn2/Syngap1/Trak2/Ube3a/Sema7a/Spry2/Pten/Nrp1/Lrig2/Sema6d/Rap1gap2/Sema3d/Gsk3b/Rufy3/Ulk2/Sema4b/Efnb2/Arhgap44/Kank1/Adcy6/Dennd5a/Spg20/Lrrk2/Epha7/Itgb1/Thoc2/App/Cd38/Sema3c/Pafah1b1/Efemp1/Hrg/Wnt5a/Map2/Rhoa/Inpp5f/Rapgef2/Sema5a/Neo1/Adam17/Ccp110/Actr3/Dab1/Slit2/Odf2l/Prkcd/Plxna3/Kremen1/Dync1i2/Amigo3/Mphosph9/Mdm2/D130043K22Rik/Lpar1/Arhgap24/Paqr3/Dip2b/Ccr5/Map4/Lrp4/Dpysl3/Dnm3/Cit/Ulk1/Ywhah/Hdac2/Cdkl3/Mylip/Pmp22",77
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","60/5073","155/22841",2.45039821850517e-06,3.71159843902489e-05,2.22913502192276e-05,"Sgpp1/Yap1/Tbx3/Foxj2/Plcb1/Cdkn1b/Spred1/Ptch1/Vegfa/Hoxa7/Zfp36/Spry2/Zeb2/Spred2/Lhx1/Fat4/Med1/Cav1/Wwtr1/Zfp36l1/Vezf1/Akap11/Frzb/Ccnd1/Apc/Vcl/Klf7/Ncoa3/Zdhhc21/Ctnnb1/Jag1/Rock1/Maff/Stat5b/Tgfbr1/Rfx3/Vdr/Rock2/Etv4/Mafg/Numb/Stat5a/Spry1/Grhl2/Sfrp4/Ezh2/Fgf2/Wnt9b/Notch1/Dicer1/Dll1/Zeb1/Mycl/Errfi1/Smo/Esrp1/Foxp1/Sall1/Cdh5/Btg1",60
"GO:0033500","GO:0033500","carbohydrate homeostasis","99/5073","292/22841",2.71498988697519e-06,4.05472321437977e-05,2.4352110471713e-05,"Rab11fip2/Met/Pik3r1/Zbed6/Ppp3cb/Stxbp5l/Gk/Igf1/Ccdc186/Ptch1/Kif5b/Hif1a/Nadk/Zbtb20/Tent4b/Pim3/Sirt1/Ano1/Dmxl2/Gpr27/Nr1h4/Cd36/Sesn3/Prkce/Stxbp4/Foxk1/Slc39a14/Klf7/Tfap2b/Igfbp5/Igf1r/Ern1/Stat3/Ogt/Appl2/Klf15/Cftr/C1qtnf3/Prkaa2/Prkaa1/Adgrf5/Tbc1d1/Lepr/Ankrd26/Cacna1c/Mcu/Selenot/Pik3ca/Slc16a1/Nox4/Sesn2/Alms1/Pde3b/Pdk3/Foxo3/Sox4/Pdk4/Pde8b/Rmi1/Cacna1d/Map2k1/Csmd1/Cry1/Insr/Mbd5/Gprc5b/Lrrc8d/Ptpn11/Hnf1a/Aacs/Rph3al/Ncoa5/Stxbp3/Cyb5r4/Ncoa6/Tcf7l2/Nucks1/Oas1g/Vcam1/Sucnr1/Unc13b/Aqp4/Rbm4/Smad4/Efna5/Sri/Adra2a/Ccn4/Nr1d1/Gpld1/Hmgcr/Pck1/Hectd4/Foxo1/Ptpn2/Sin3a/G6pc/Foxk2/Prkaca",99
"GO:0030048","GO:0030048","actin filament-based movement","52/5073","129/22841",2.79483383819477e-06,4.14491366444106e-05,2.48937819218374e-05,"Dsc2/Uty/Kcnj5/Kcnd3/Adora1/Kcna5/Wipf1/Cav1/Fnbp1l/Myo5a/Wasl/Epb41l5/Dlg1/Cacna2d1/Shtn1/Kcne4/Dsg2/Syne2/Wasf2/Gpd1l/Rock1/Myo6/Cacna1c/Pik3ca/Limch1/Abcc9/Camk2d/Actn4/Dsp/Epdr1/Myo5c/Wipf3/Cacna1d/Emp2/Akap9/Cacna1g/Kcnj2/Myh10/Wipf2/Myo1f/Ank2/Cacna1h/Cacnb2/Myo1e/Nup155/Myo19/Sri/Frmd6/Was/Adrb1/Myo1b/Myrip",52
"GO:0046942","GO:0046942","carboxylic acid transport","98/5073","289/22841",3.0144851128525e-06,4.42956065318464e-05,2.66033326232863e-05,"Slc16a12/Slc16a7/Nr3c1/Slc5a8/Pla2g4a/Slc6a15/Slc25a13/Slco1a1/Slc12a2/Slc7a2/Slc10a5/Adora1/Syk/P2rx7/Ace2/Slc47a1/Slc22a22/Slco3a1/Nr1h4/Gja1/Cd36/Slc25a15/Epm2a/Cacnb4/Slc7a13/Pnpla8/Slc3a1/Arl6ip1/Slc23a2/Acsl4/Slco1a6/Slc36a1/Slc1a4/Gabbr1/Ctns/Pla2r1/Casr/Slc7a8/Avpr1a/Itgb1/Pla2g3/Rab3gap1/Tnfrsf11a/Slc16a14/Myo6/Ces1g/Atp8b1/Slc16a1/Slco1a4/Slc26a1/Slc25a30/Slc38a1/Slc25a32/Slc16a3/Slc1a2/Ces1d/Slc17a5/Slc6a20b/Slc26a6/Bdnf/Slc16a9/Cln8/Slc16a4/Slc6a9/Rgs4/Lrrc8d/Slc10a2/Kmo/Slc6a6/Abcc5/Slc25a21/Slc16a13/Hnf1a/Prkcd/Apba1/Slc36a4/Aqp8/Ces1f/Slc10a6/Mapk9/Htr1b/Lrrc8c/Per2/Nf1/Slc23a1/Abcd3/Abcg2/Slc22a2/Abcc1/Slc7a1/Slc17a3/Slco2b1/Slc1a1/Slc25a22/Slc16a6/Slc51a/Slc11a1/Mpc1",98
"GO:0042692","GO:0042692","muscle cell differentiation","138/5073","437/22841",3.10422986872954e-06,4.54055773934079e-05,2.72699658707856e-05,"Adra1a/Adamts5/Itga8/Sorbs2/Met/Zbed6/Nr3c1/Spag9/Cflar/Cxadr/Tbx3/Tsc1/Homer1/Bcl2/Atp11a/Six4/Acadm/Ccnt2/Igf1/Smarca2/Pbrm1/Tmod3/Vegfa/Cdh2/Dmd/Tmtc3/Sypl2/Rarb/Pdlim5/Chuk/Qk/Sgcb/Sirt1/Bmp2/Yy1/Gsk3b/Ednra/Slc8a1/Synpo2l/Nebl/Prkar1a/Sox6/Cacnb4/Adamts15/Ppara/Frs2/Wt1/Ripor2/Efnb2/Igfbp5/Parp2/Akap13/Prox1/Arid1a/Cxcl9/Ldb3/Cfl2/Pdgfra/Rora/Syne1/Itgb1/Ctnnb1/Mecp2/Dpf3/Rbm38/Pdcd4/Maml1/Cav2/Cxcl12/Nox4/Asf1a/Kdm6b/Camk2d/Actn4/Ankrd17/Rb1/Hacd1/Stim1/Bcl9/Tanc1/Bmpr1a/Capn2/Bdnf/Mef2c/Tshz3/Neo1/Bmpr2/Epc1/Kras/Ednrb/Actn1/Rgs4/Nln/Adm/Gata6/Fgfr2/Ezh2/Kit/Cfh/Ift88/Mrtfb/Nrg1/Vangl2/Myh10/Myof/Mfn2/Ehd2/Notch1/Mdm2/Ank2/Mef2a/Nfatc3/Dicer1/Acvr1/Map2k4/Ski/Piezo1/Rbm4/Ctdp1/Smad4/Hnrnpu/Zmpste24/Pdgfb/Dll1/Myorg/Zeb1/Klf5/Ccn4/Pgm5/Tomm70a/Hdac2/Smad1/Smo/Adrb1/Foxp1/Pmp22/Cd53/Atg5",138
"GO:0014897","GO:0014897","striated muscle hypertrophy","46/5073","110/22841",3.16118921081507e-06,4.57683975233578e-05,2.74878706553728e-05,"Adra1a/Sorbs2/Nr3c1/Igf1/Jarid2/Mtpn/Pdlim5/Sirt1/Yy1/Gsk3b/Pde5a/Kdm4a/Ppara/Twf1/Igfbp5/Parp2/Akap13/Klf15/Rock1/Trpc3/Camk2d/Inpp5f/Rock2/Mef2c/Prkca/Ar/Rgs4/Atp2b4/Gata6/Ezh2/Parp1/Notch1/Fbxo32/Mef2a/Smad3/Nfatc3/Ece1/Map2k4/Ctdp1/Smad4/Ccn4/Errfi1/Tomm70a/Foxo1/Adrb1/Foxp1",46
"GO:0097746","GO:0097746","blood vessel diameter maintenance","65/5073","173/22841",3.17199626139667e-06,4.57683975233578e-05,2.74878706553728e-05,"Adra1a/Arhgap42/Chrm3/Scpep1/Ahr/Add3/Fga/Vegfa/Hif1a/Kcnmb1/Adora1/Gucy1a1/P2ry1/Kcna5/Sirt1/F2r/Ptprm/Dock4/Cav1/Gja1/Ednra/Slc8a1/Npr3/Pde5a/Kdr/F2rl1/Zdhhc21/Adcy6/Casr/Avpr1a/Atp2b1/Cftr/Rock1/Cd38/Prkg1/Cacna1c/Edn3/Rhoa/Irag1/Vstm4/Rock2/Map2k1/Tgfbr3/Bmpr2/Ednrb/Adm/Gclm/Cacna1g/Shc1/Npy1r/Htr1b/Per2/Dock5/Ece1/Pdgfb/Ext1/Adra2a/Gclc/Hmgcr/Cyp2j5/Agtr1a/Grip2/Kcnma1/Adrb1/Atg5",65
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","31/5073","64/22841",3.3525316881613e-06,4.75630629212697e-05,2.85657220331122e-05,"Cyp1b1/Bcl2/Atp7a/Igf1/Fga/Crk/Sema6d/Dock4/Dock7/Myo5a/Pdgfd/Adamts1/Igfbp5/Il6st/F3/Ddr2/Itgb3/Tlr4/Nox4/Ptger4/Camk2d/Tert/Rps6kb1/Mdm2/Lpar1/Dock5/Pdgfb/Ccn4/Egr1/Smo/Iqgap1",31
"GO:0033692","GO:0033692","cellular polysaccharide biosynthetic process","31/5073","64/22841",3.3525316881613e-06,4.75630629212697e-05,2.85657220331122e-05,"B4galt5/Irs1/Phkg1/B3gnt2/Sorbs1/Acadm/Igf1/Gfpt1/Dyrk2/Pask/Cd36/B3gnt9/Epm2a/Fut9/Epm2aip1/Grb10/Ppp1cb/Irs2/Csgalnact1/Insr/Hs2st1/Gbe1/Ndst1/Ppp1r3e/Ugp2/Per2/Has3/Ext1/B3gnt3/Nr1d1/Gys2",31
"GO:0032886","GO:0032886","regulation of microtubule-based process","92/5073","268/22841",3.35590447082175e-06,4.75630629212697e-05,2.85657220331122e-05,"Parp3/Atxn7/Met/Cep97/Togaram1/Azin1/Cdkn1b/Ttbk2/Gda/Clasp2/Kat2b/Eml4/Cenpj/Camsap2/Sirt1/Mdm1/Cav1/Gsk3b/Xpo1/Chordc1/Pde4dip/Rgn/Plk4/Apc/Ripor2/Gen1/Mpdz/Cyld/Vps4b/Taok1/Gnai1/Cep192/Map10/Map9/Mecp2/Rock1/Prkaa2/Prkaa1/Slain2/Bicd1/Pkd1/Senp6/Phldb2/Pafah1b1/Cep76/Nin/Macf1/Traf3ip1/Cep120/Chmp4c/Bbs4/Alms1/Bicd2/Map2/Rhoa/Dnah11/Mapre1/Rock2/Slain1/Pkhd1/Tmem67/Tppp/Mid1/Mapk8/Akap9/Mark2/Tacc1/Agrn/Spice1/Klhl42/Dyrk1a/Dst/Prune1/Dixdc1/Lamp1/Efna5/Camsap1/Mapre2/Clip3/Hnrnpu/2610002M06Rik/Clasp1/Rnf4/Dync1li1/Map1a/Hdgfl3/Plk2/Specc1l/Cdh5/Tacc2/Kif9/Chmp2b",92
"GO:0070997","GO:0070997","neuron death","138/5073","438/22841",3.5513184087274e-06,4.98901698210671e-05,2.99633504606797e-05,"Cpeb4/Angpt1/Nr3c1/Glp1r/Creb1/Usp53/Tsc1/Bcl2/Atp7a/Xiap/Six4/Apaf1/Igf1/Fzd1/Pdpk1/Bace1/Ncoa7/Vegfa/Ralbp1/Hif1a/Atm/Adnp/Syngap1/Adora1/Ppargc1a/Rest/Ache/Sirt1/Cd200/F2r/Nrp1/Hipk2/Srpk2/Itpr1/Xrcc2/Trp53bp2/Pawr/Gsk3b/Cbl/Pm20d1/Elk1/Ppara/Fmr1/Bhlhb9/Efnb2/Pmaip1/Prkci/Picalm/Slc23a2/Kdr/Tfap2b/Parp2/Pcdhgc3/Egln1/Oxr1/Il6st/Stat3/Ppp2r2b/Csf1/Lrrk2/Lig4/Epha7/Ctnnb1/Mecp2/Rock1/Fbxw7/Ddr2/Vps35/Pla2g3/Tmtc4/App/Atf2/Tlr4/Pik3ca/Wnt5a/Casp2/Casp9/Btg2/Ghr/Rhoa/Tert/Rb1/Ephb1/Tbc1d24/Foxo3/Tnfrsf21/Ppt1/Capn2/Bdnf/Mef2c/Axl/Htt/Neo1/Braf/Nos1ap/Kras/Mapk8/Erbb3/Dnajc5/Kmo/Gclm/Tox3/Esr1/Agrn/Trim2/Ntrk1/Parp1/Tigar/Mfn2/Retreg1/Unc5b/Alg13/Nf1/Trpm2/Amigo2/Ccr5/Map2k4/Btbd10/Eif2s1/Siah1a/Adarb1/Abcc1/Jak2/Kdm2b/Cdc42/Slc1a1/Gclc/Prdx3/Cit/Casp8/Map3k5/Fcgr2b/Egr1/Zfp746/Kcnma1/Smo/Bcl2l11/Casp6",138
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","120/5073","371/22841",3.72153677265592e-06,5.18627902867344e-05,3.11480792068573e-05,"Pank2/Adcyap1r1/Arv1/Nr3c1/Irs1/Pptc7/Gk/Pla2g4a/Sorbs1/Elovl5/Acadm/Igf1/Gfpt1/Hif1a/Zbtb20/Entpd5/Kat2b/Lpgat1/Ppargc1a/Rest/P2ry1/P2rx7/Sirt1/Slc4a4/Dyrk2/Rdh10/Pask/Bmp2/Nr1h4/Ttc39b/Cav1/Cd36/Prkce/Snai2/Ep300/Foxk1/Rgn/Ppp4r3b/Ppara/Ncoa2/Apc/Pmaip1/Acsl4/Prox1/Epm2aip1/Soga1/Erlin2/Scp2/Plek/Stat3/Ogt/Appl2/Rora/Avpr1a/Abcd2/C1qtnf3/Prkaa2/Prkaa1/C1qtnf1/Pla2g3/App/Lepr/Grb10/Ankrd26/Ak4/Ces1g/Ranbp2/Insig2/Pfkfb2/Sesn2/Ncor1/Ppp1cb/Etfbkmt/Irs2/Ces1d/Fmo5/Pdk3/Pdk4/Entpd1/Map2k1/Supt20/Eif2ak3/Cry1/Insr/Nln/Lacc1/Mfsd2a/Atp2b4/Kit/Usp7/Ppp1r3e/Ces1f/Cpt1a/Parp1/Pid1/Flcn/Tigar/Mapk9/Tcf7l2/Prxl2c/Erlin1/Acadl/Comt/Lpcat3/Pdk1/Zmpste24/Midn/Dkk3/H6pd/Pibf1/Ppp4r3a/Nr1d1/Gpld1/Foxo1/Egr1/Ptpn2/Kcnma1/Nfkb1/Gapdhs/Foxk2",120
"GO:0007034","GO:0007034","vacuolar transport","58/5073","150/22841",3.72418972803678e-06,5.18627902867344e-05,3.11480792068573e-05,"Scarb2/C9orf72/Ndfip2/Snapin/Vps13c/Rbsn/Leprot/Arl8b/Snx16/Trak2/Uevld/Zfyve16/Stx7/Stam/Lyst/Vps37b/Hook1/Tmem106b/Epg5/Atg14/Atp6v0d2/M6pr/Scyl2/Gnptab/Vps4b/Mtm1/Vps37a/Ehd3/Vps54/Mon1b/Snx27/Kif13a/Gcc2/Vps35/Vps13a/Ndfip1/Ap1g1/Vps13d/Chmp4c/Dtx3l/Vps39/Tmem50b/Vps36/Hook3/Vti1a/Rab12/Cacng7/Als2/Gprasp1/Lamp2/Vps33a/Ap4m1/Rab7b/Lamp1/2610002M06Rik/Ncoa4/Aktip/Chmp2b",58
"GO:0070918","GO:0070918","primary sncRNA processing","27/5073","53/22841",4.2348011356175e-06,5.80338156179411e-05,3.48543122255832e-05,"Ago4/Pum1/Tut4/Pum2/Stat3/Tut7/Mecp2/Ago2/Dgcr8/Zc3h7b/Mettl3/Ago3/Ncor1/Adar/Tert/Ddx5/Map2k1/Ago1/Esr1/Ddx3x/Pus10/Dicer1/Snip1/Zc3h7a/Zmpste24/Tsnax/Nr2f1",27
"GO:0061842","GO:0061842","microtubule organizing center localization","20/5073","34/22841",4.25187430680173e-06,5.80338156179411e-05,3.48543122255832e-05,"Kif5b/Pard3b/Dlg1/Syne2/Dync1li2/Sun1/Syne1/Ccdc141/Pafah1b1/Nin/Tbccd1/Bicd2/Plxna2/Ints13/Ndel1/Akap9/Mad2l1/Arpc5/Ezr/Cep83",20
"GO:0001666","GO:0001666","response to hypoxia","77/5073","216/22841",4.28555980526184e-06,5.82836133515611e-05,3.50043373119596e-05,"Rtn4/Epha4/Cpeb2/Bcl2/Plat/Vegfa/Hif1a/Atm/Cpeb1/Adora1/Rest/Hp1bp3/Kcnk2/Sirt1/Pten/Itpr1/Bmp2/Cav1/Zfp36l1/Prkce/Ednra/Slc8a1/Ep300/Birc2/Alkbh5/Ppara/Arnt/Kdr/Ubqln1/Atp1b1/Egln1/Slc11a2/Ogt/Rora/Epas1/Mecp2/Loxl2/Fosl2/Cd38/Bach1/Atf2/Ak4/Suv39h2/Camk2d/Tert/Pdk3/Vldlr/Rock2/Dpp4/Adam17/Map2k1/Pik3cb/Fundc1/Cat/Gata6/Vegfc/Flt1/Tigar/Nkx3-1/Notch1/Nf1/Smad3/Nfatc3/Ece1/Camk2g/Hif3a/Smad4/Pdk1/Acot2/Plk3/Plekhn1/Egr1/Arnt2/Nfe2l2/Kcnma1/Tek/Fndc1",77
"GO:0050792","GO:0050792","regulation of viral process","64/5073","171/22841",4.36800271087686e-06,5.9153121457468e-05,3.55265519325779e-05,"Trim34a/Bcl2/Tasor/Ciita/Zfp36/Ubp1/Srpk2/Mid2/Ppid/Map3k1/Vps37b/Eif2ak2/Trim30d/Ppara/Fmr1/Morc2a/Rnasel/Prox1/Trim14/Tmprss2/Trim12c/Ifi207/Pkn2/Stat1/Rsad2/Ifi204/Stau1/Adar/Trim56/Trim25/Rsf1/Crebbp/Tmem39a/Trim21/Mdfic/Ddx5/Axl/Oasl2/Resf1/Kpna6/Pde12/Zfp809/Ddx3x/Notch1/Mphosph8/Trim5/Setdb1/Dicer1/Oas1g/Trim68/Cnot7/Adarb1/Zc3hav1/Oas2/Mre11a/Atg12/Sp100/Larp1/Plscr1/Apobec3/Trim30a/Ifih1/Atg5/Rad50",64
"GO:0006898","GO:0006898","receptor-mediated endocytosis","91/5073","266/22841",4.43968273406975e-06,5.99967273492048e-05,3.60332100392843e-05,"Bmp2k/Scarb2/Neu3/Angpt1/Rab31/Calcrl/Grk3/Sh3gl2/Tfrc/Fcho2/Synj2bp/Ap4e1/Rab21/Pikfyve/Rab5a/Vegfa/Magi2/Syk/Btbd8/Dnajc6/Atad1/Ache/Cav1/Cd36/Fnbp1l/Lrp6/Cbl/Egf/Itga4/Wasl/Fmr1/Usp46/Synj1/Efnb2/Picalm/Itsn2/Scyl2/Ldlrad3/Mtmr2/Micall1/Pla2r1/Snx9/Mrc1/Tgfbr2/Itgb1/Bicd1/Eps15/Slc9a3/Aak1/App/Dgkd/Myo6/Ap1g1/Itgb3/Cav2/Ppp3r1/Atxn2/Fchsd2/Sdcbp/Inpp5f/Itgb2/Vldlr/Ppt1/Hnrnpk/Cacng7/Prkca/Numb/Clec9a/Ophn1/Insr/Lilrb4a/Itgav/Smap1/Adm/Hip1/Napb/Sfrp4/Nrg1/Htr1b/Wasf1/Lmbrd1/Nsf/Dnm3/Dll1/Canx/Cd2ap/Ulk1/Ctsl/Fcgr2b/Abca2/Ezr",91
"GO:1904019","GO:1904019","epithelial cell apoptotic process","49/5073","121/22841",4.58352598028298e-06,6.15502060209429e-05,3.69662079833968e-05,"Angpt1/Yap1/Cflar/Igf1/Fga/Ppargc1a/Zfp36/Tia1/Hipk1/Gsk3b/Zfp36l1/Ednra/Thbs1/Itga4/Krit1/Ppara/Prkci/Cast/Kdr/Col4a3/Pla2r1/Tgfbr2/Exoc5/Igf1r/Prkaa1/Atf2/Pdcd4/Abl2/Tert/Rb1/Foxo3/Tnfaip3/Pik3cg/Sema5a/Braf/Pkhd1/Bmpr2/Mapk8/Sfrp4/Ano6/Eif2s1/Jak2/Casp8/Atf7/Nfe2l2/Stk3/Cdh5/Tek/Casp6",49
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","31/5073","65/22841",5.05080674407204e-06,6.71200763162338e-05,4.0311395547939e-05,"Pdgfc/Plat/Vegfa/Clasp2/Pten/Nrp1/Lrig2/Ston1/Cbl/Rgs14/Pdgfd/Zfand5/Sgpl1/Arid5b/Pdgfra/F3/Tiparp/Plekha1/Txnip/Itgb3/Abl2/Fer/Hip1/Ptpn11/Gab1/Cblb/Myo1e/Jak2/Pdgfb/Ptpn2/Iqgap1",31
